,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.49957790970802307,0.519770256023422,9.247519969940186
1,2,0.5692652965133841,0.5025640377310182,9.238592147827148
2,3,0.44204370745203714,0.5019967789712396,8.988024473190308
3,4,0.4288872886787761,0.5206240490915081,8.907251834869385
4,5,0.32146762582388794,0.5221235631347336,8.874274253845215
5,6,0.2856028405102817,0.5579356938500788,8.944012880325317
6,7,0.30631463195789943,0.5649171022243166,8.824880361557007
7,8,0.2998107536272569,0.5727600441612252,8.848547458648682
8,9,0.30928088521415537,0.5727163406720098,8.874588966369629
9,10,0.2266558354551142,0.5765041898474681,8.706111669540405
