,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.6568133031780069,0.5970470817980433,9.637620449066162
1,2,0.5382844263857062,0.5822745365816289,8.91330337524414
2,3,0.5290473807941783,0.6000553117576221,9.524803161621094
3,4,0.5486095669594678,0.6355017505880547,9.002750873565674
4,5,0.4957518821412867,0.6559109154443248,9.072899341583252
5,6,0.4013118886134841,0.6621712425197149,9.104265928268433
6,7,0.34414219585332,0.7004862776280899,8.983746767044067
7,8,0.3827671388333494,0.7031654122027945,9.135470867156982
8,9,0.26208406686782837,0.7085243487068222,9.274377346038818
9,10,0.2923098159107295,0.7125866268664266,9.190637588500977
