,epoch,train_loss,valid_loss,time_epoch_s
0,1,0.4270447790622711,0.6728228331731269,6.675090074539185
1,2,0.3827354638349442,0.6585433289921598,6.524533033370972
2,3,0.3445534088781902,0.6540403440348208,6.243682146072388
3,4,0.36174564489296507,0.6509076131871624,6.161165952682495
4,5,0.34529738199143184,0.6409376184150051,6.224588871002197
5,6,0.32513987734204247,0.6419903269824462,6.193677663803101
6,7,0.31426416763237547,0.6408775689828913,6.247801065444946
7,8,0.31303423430238453,0.6478828093530773,6.493132829666138
8,9,0.2998115803514208,0.6429783050055796,6.510336399078369
9,10,0.30254695529029485,0.6530375177326296,6.336587190628052
